id,room_type,category,street,city,prefecture,cost,size,deposit,key_money,floor,year,station,minute,created_at
13032,1LDK,Apartment,Tobehoncho,Yokohama-shi Nishi-ku,Kanagawa,155000.0,35.75,143000.0,0.0,8,2024,Yokohama,17,2025-01-20 16:17:51
13033,1K,Apartment,Irie,Yokohama-shi Kanagawa-ku,Kanagawa,63000.0,14.54,0.0,0.0,2,2023,Koyasu,8,2025-01-20 16:17:51
13034,1K,Apartment,Kamitsurumahoncho,Sagamihara-shi Minami-ku,Kanagawa,69000.0,25.89,0.0,0.0,1,2014,Sagamiono,22,2025-01-20 16:17:51
13035,1K,Apartment,Ichigayakagacho,Shinjuku-ku,Tokyo,213000.0,42.0,0.0,0.0,1,2000,Ushigome Yanagicho,6,2025-01-20 16:17:51
13036,1R,Apartment,Kamata,Ota-ku,Tokyo,148800.0,16.81,0.0,0.0,5,2023,Umeyashiki,8,2025-01-20 16:17:51
13037,2LDK,Apartment,Minamiaoyama,Minato-ku,Tokyo,417000.0,65.77,834000.0,834000.0,4,2016,Omotesando,2,2025-01-20 16:17:51
13038,1K,Apartment,Mori,Yokohama-shi Isogo-ku,Kanagawa,50000.0,19.0,141000.0,0.0,1,2000,Byoubu Gaura,7,2025-01-20 16:17:51
13039,1K,Apartment,Higashikomonozacho,Kyoto-shi Higashiyama-ku,Kyoto,49500.0,19.0,50000.0,0.0,2,1978,Keage,1,2025-01-20 16:17:51
13040,1K,Apartment,Oyakita,Ebina-shi,Kanagawa,66000.0,19.87,0.0,61000.0,2,2003,Ebina,18,2025-01-20 16:17:51
13041,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
13042,2LDK,Apartment,Shiba(1-3-chome),Minato-ku,Tokyo,470000.0,86.32,450000.0,450000.0,15,2001,Mita,2,2025-01-20 16:17:51
13043,1LDK,Apartment,Honcho,Nakano-ku,Tokyo,229000.0,41.43,0.0,0.0,3,2024,Shinnakano,4,2025-01-20 16:17:51
13044,2LDK,Apartment,Minamiaoyama,Minato-ku,Tokyo,330000.0,48.33,318000.0,0.0,2,2022,Omotesando,11,2025-01-20 16:17:51
13045,1K,Apartment,Sendagaya,Shibuya-ku,Tokyo,145000.0,21.46,0.0,0.0,5,2024,Kokuritsu Kyougi Jou,8,2025-01-20 16:17:51
13046,1R,Apartment,Horikiri,Katsushika-ku,Tokyo,55000.0,14.47,0.0,0.0,1,2016,Horikirishobuen,4,2025-01-20 16:17:51
13048,1K,Apartment,Jomyoji,Kamakura-shi,Kanagawa,68000.0,20.28,0.0,0.0,1,2009,Kamakura,23,2025-01-20 16:17:51
13049,2LDK,Apartment,Yamatocho,Nakano-ku,Tokyo,260000.0,50.09,248000.0,248000.0,2,2021,Koenji,8,2025-01-20 16:17:51
13050,1K,Apartment,Nishiarai,Adachi-ku,Tokyo,77050.0,28.02,0.0,71000.0,2,2009,Yazaike,3,2025-01-20 16:17:51
13051,2LDK,Apartment,Higashiogu,Arakawa-ku,Tokyo,192000.0,52.66,180000.0,180000.0,10,2020,Akado-shōgakkōmae,4,2025-01-20 16:17:51
13052,3LDK,Apartment,Minatomirai,Yokohama-shi Nishi-ku,Kanagawa,410000.0,73.0,390000.0,390000.0,8,2017,Minatomirai,2,2025-01-20 16:17:51
13053,1K,Apartment,Satakecho,Kyoto-shi Shimogyo-ku,Kyoto,85500.0,25.8,50000.0,0.0,5,1998,Omiya,3,2025-01-20 16:17:51
13054,1K,Apartment,Kimmeicho,Soka-shi,Saitama,60000.0,19.87,0.0,0.0,2,2009,Nitta,15,2025-01-20 16:17:51
13055,1K,Apartment,Nishifuna,Funabashi-shi,Chiba,67000.0,20.28,0.0,0.0,1,2006,Higashinakayama,5,2025-01-20 16:17:51
13056,1K,Apartment,Takasagocho,Yokohama-shi Minami-ku,Kanagawa,84000.0,21.08,0.0,0.0,4,2022,Yoshinocho,5,2025-01-20 16:17:51
13057,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
13058,1K,Apartment,Toricho,Yokohama-shi Minami-ku,Kanagawa,64550.0,20.28,0.0,0.0,2,2011,Gumyouji,6,2025-01-20 16:17:51
13059,1K,Apartment,Uwagoromo,Toyota-shi,Aichi,53550.0,22.35,0.0,0.0,1,2007,Shinuwagoromo,4,2025-01-20 16:17:51
13060,1K,Apartment,Takejima,Osaka-shi Nishiyodogawa-ku,Osaka,69500.0,19.87,0.0,62000.0,1,2007,Kashima,6,2025-01-20 16:17:51
13061,1LDK,Apartment,Higashigaoka,Meguro-ku,Tokyo,150000.0,49.27,145000.0,145000.0,1,2016,Komazawa-daigaku,13,2025-01-20 16:17:51
13062,1K,Apartment,Heiwadai,Nerima-ku,Tokyo,88050.0,23.08,0.0,0.0,1,2021,Heiwadai,9,2025-01-20 16:17:51
13064,1K,Apartment,Izumichuokita,Yokohama-shi Izumi-ku,Kanagawa,71050.0,19.87,0.0,0.0,1,2011,Tachiba,10,2025-01-20 16:17:51
13065,1DK,Serviced Apartment,Hyakunincho,Shinjuku-ku,Tokyo,230000.0,30.36,100000.0,0.0,4,2023,Shinokubo,7,2025-01-20 16:17:51
13066,2LDK,Apartment,Arai,Nakano-ku,Tokyo,320000.0,50.56,305000.0,0.0,14,2023,Nakano,7,2025-01-20 16:17:51
13067,1R,Apartment,Zushi,Zushi-shi,Kanagawa,79000.0,17.09,0.0,0.0,2,2023,Zushi,7,2025-01-20 16:17:51
13068,1K,Apartment,Eharacho,Nakano-ku,Tokyo,68660.0,11.0,0.0,0.0,1,2021,Shin Egota,8,2025-01-20 16:17:51
13069,1K,Apartment,Ida,Kawasaki-shi Nakahara-ku,Kanagawa,64050.0,19.05,0.0,0.0,1,2008,Moto Sumiyoshi,15,2025-01-20 16:17:51
13070,1LDK,Apartment,Mita,Minato-ku,Tokyo,236980.0,37.54,0.0,0.0,3,2024,Shirokane-takanawa,5,2025-01-20 16:17:51
13071,1K,Apartment,Matsunoki,Suginami-ku,Tokyo,84500.0,19.87,0.0,0.0,1,2006,Shin Koenji,11,2025-01-20 16:17:51
13072,1K,Apartment,Shiginohigashi,Osaka-shi Joto-ku,Osaka,71500.0,19.87,0.0,64000.0,3,2008,Shigino,9,2025-01-20 16:17:51
13073,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
13074,1K,Apartment,Namiki,Kawaguchi-shi,Saitama,84000.0,23.2,0.0,35000.0,11,2017,Nishikawaguchi,5,2025-01-20 16:17:51
13075,1K,Apartment,Edogawa(sonota),Edogawa-ku,Tokyo,69050.0,19.87,0.0,0.0,2,2001,Ichinoe,15,2025-01-20 16:17:51
13076,1LDK,Apartment,Nihombashihamacho,Chuo-ku,Tokyo,279500.0,54.97,0.0,259500.0,9,2021,Hamachou,5,2025-01-20 16:17:51
13077,1K,Apartment,Togoshi,Shinagawa-ku,Tokyo,123550.0,27.19,0.0,118000.0,1,2017,Togoshi,3,2025-01-20 16:17:51
13078,3LDK,Apartment,Koenjiminami,Suginami-ku,Tokyo,265000.0,61.39,256000.0,256000.0,3,2023,Koenji,7,2025-01-20 16:17:51
13079,1R,Apartment,Saitobuncho,Yokohama-shi Kanagawa-ku,Kanagawa,56750.0,14.27,0.0,0.0,1,2017,Higashi Hakuraku,11,2025-01-20 16:17:51
13080,1LDK,Apartment,Tateno,Higashiyamato-shi,Tokyo,79000.0,47.72,0.0,0.0,1,2018,Kamikitadai,5,2025-01-20 16:17:51
13082,1K,Apartment,Tomigaya,Shibuya-ku,Tokyo,350000.0,58.41,660000.0,330000.0,5,2000,Yoyogi-koen,2,2025-01-20 16:17:51
13083,1K,Apartment,Taishocho,Nagoya-shi Nakamura-ku,Aichi,57297.0,21.04,0.0,0.0,1,2013,Komeno,5,2025-01-20 16:17:51
13084,2DK,Apartment,Higashinippori,Arakawa-ku,Tokyo,98000.0,38.0,93000.0,0.0,2,1994,Mikawashima,7,2025-01-20 16:17:51
13085,1K,Apartment,Koenjikita,Suginami-ku,Tokyo,100500.0,19.38,92000.0,92000.0,3,2024,Koenji,4,2025-01-20 16:17:51
13086,2LDK,Apartment,Hayamiya,Nerima-ku,Tokyo,167000.0,57.55,162000.0,162000.0,2,2025,Toshimaen,7,2025-01-20 16:17:51
13087,2LDK,Apartment,Nakakasai,Edogawa-ku,Tokyo,110000.0,49.5,107000.0,0.0,5,1979,Kasai,4,2025-01-20 16:17:51
13088,1SK,Apartment,Yaguma,Nagoya-shi Nakagawa-ku,Aichi,60495.0,20.16,0.0,0.0,2,2017,Otobashi,8,2025-01-20 16:17:51
13089,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
13090,1K,Apartment,Onogi,Nagoya-shi Nishi-ku,Aichi,58500.0,20.87,0.0,0.0,2,2015,Hira,13,2025-01-20 16:17:51
13091,1K,Apartment,Oganedaira,Matsudo-shi,Chiba,56000.0,19.87,0.0,0.0,1,2004,Shou Kinjou,7,2025-01-20 16:17:51
13092,1K,Apartment,Kitakase,Kawasaki-shi Saiwai-ku,Kanagawa,70500.0,19.87,0.0,0.0,2,2002,Shinkawasaki,16,2025-01-20 16:17:51
13093,3LDK,Apartment,Kinuta,Setagaya-ku,Tokyo,295000.0,74.79,275000.0,275000.0,4,2013,Chitosefunabashi,10,2025-01-20 16:17:51
13094,1R,Apartment,Omorinishi,Ota-ku,Tokyo,124500.0,37.8,0.0,0.0,3,2007,Omorimachi,4,2025-01-20 16:17:51
13095,1LDK,Apartment,Fujimi,Chiyoda-ku,Tokyo,252000.0,41.48,240000.0,480000.0,6,2018,Iidabashi,6,2025-01-20 16:17:51
13096,1K,Apartment,Wakagi,Itabashi-ku,Tokyo,93500.0,36.09,0.0,0.0,1,2016,Shimura San Choume,12,2025-01-20 16:17:51
13097,1K,Apartment,Kawaguchi,Kawaguchi-shi,Saitama,78000.0,21.53,0.0,0.0,1,2017,Kawaguchi,9,2025-01-20 16:17:51
13098,1LDK,Apartment,Nihombashikayabacho,Chuo-ku,Tokyo,363900.0,41.4,0.0,0.0,3,2019,Kayabacho,3,2025-01-20 16:17:51
13099,1DK,Apartment,Higashinippori,Arakawa-ku,Tokyo,115000.0,25.58,0.0,0.0,2,2024,Uguisudani,7,2025-01-20 16:17:51
13100,2DK,Apartment,Harigaya,Saitama-shi Urawa-ku,Saitama,78000.0,44.5,75000.0,0.0,2,1986,Yono,7,2025-01-20 16:17:51
13101,1K,Apartment,Umedahoncho,Kasukabe-shi,Saitama,55000.0,19.87,0.0,0.0,2,2006,Kitakasukabe,1,2025-01-20 16:17:51
13102,1K,Serviced Apartment,Honkomagome,Bunkyo-ku,Tokyo,170000.0,20.0,100000.0,0.0,2,2021,Komagome,7,2025-01-20 16:17:51
13103,1K,Apartment,Mitsuyakita,Osaka-shi Yodogawa-ku,Osaka,69500.0,19.33,0.0,62000.0,2,2006,Kanzakigawa,5,2025-01-20 16:17:51
13104,1DK,Apartment,Ichigayadaimachi,Shinjuku-ku,Tokyo,268200.0,35.26,0.0,0.0,1,2020,Akebonobashi,4,2025-01-20 16:17:51
13105,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
13106,1R,Apartment,Kandaiji,Yokohama-shi Kanagawa-ku,Kanagawa,32000.0,10.11,0.0,0.0,2,1991,Mitsuzawa-Shimocho,14,2025-01-20 16:17:51
13107,3DK,Apartment,Mizohatacho,Sakado-shi,Saitama,53540.0,43.0,102200.0,0.0,3,1974,Kita Sakado,5,2025-01-20 16:17:51
13108,1K,Apartment,Haramachi,Shinjuku-ku,Tokyo,86050.0,17.82,0.0,80000.0,1,1992,Ushigome Yanagicho,4,2025-01-20 16:17:51
13109,1LDK,Apartment,Sotokanda,Chiyoda-ku,Tokyo,218000.0,40.17,206000.0,206000.0,10,2016,Suehirocho,6,2025-01-20 16:17:51
13110,1K,Apartment,Sumida,Sumida-ku,Tokyo,88500.0,25.05,0.0,0.0,2,2015,Kanegafuchi,9,2025-01-20 16:17:51
13111,1LDK,Apartment,Takadanobaba,Shinjuku-ku,Tokyo,177000.0,31.11,165000.0,0.0,5,2024,Takadanobaba,5,2025-01-20 16:17:51
13112,1K,Apartment,Aoyagi,Kunitachi-shi,Tokyo,63000.0,19.87,0.0,0.0,1,2007,Yagawa,14,2025-01-20 16:17:51
13113,1K,Apartment,Takamatsucho,Tachikawa-shi,Tokyo,74000.0,25.34,0.0,0.0,2,2012,Tachikawa,14,2025-01-20 16:17:51
13115,1K,Apartment,Takeishicho,Chiba-shi Hanamigawa-ku,Chiba,63550.0,20.28,0.0,0.0,2,2008,Makuhari,13,2025-01-20 16:17:51
13116,1LDK,Apartment,Nakano,Nakano-ku,Tokyo,235000.0,40.16,220000.0,0.0,4,2020,Nakano,6,2025-01-20 16:17:51
13117,1K,Apartment,Misonocho,Yao-shi,Osaka,46000.0,19.87,0.0,0.0,2,2009,Kyuhouji Kuchi,13,2025-01-20 16:17:51
13118,1LDK,Apartment,Yanagibashi,Taito-ku,Tokyo,174000.0,32.07,159000.0,0.0,11,2023,Asakusabashi,4,2025-01-20 16:17:51
13119,3LDK,Apartment,Tamazutsumi,Setagaya-ku,Tokyo,267000.0,66.3,257000.0,257000.0,5,2022,Oyamadai,15,2025-01-20 16:17:51
13120,1K,Apartment,Sobudai,Zama-shi,Kanagawa,60000.0,19.87,0.0,0.0,2,2006,Soubudai Mae,13,2025-01-20 16:17:51
13121,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
13122,1K,Apartment,Yoshizuka,Fukuoka-shi Hakata-ku,Fukuoka,65550.0,21.73,0.0,120000.0,2,2012,Hakata,17,2025-01-20 16:17:51
13123,1K,Apartment,Shigaminamitori,Nagoya-shi Kita-ku,Aichi,65690.0,23.35,0.0,0.0,4,2021,Shigahontori,8,2025-01-20 16:17:51
13124,2LDK,Apartment,Higashioizumi,Nerima-ku,Tokyo,236000.0,55.61,0.0,0.0,14,2023,Oizumigakuen,4,2025-01-20 16:17:51
13125,1K,Apartment,Togoshi,Shinagawa-ku,Tokyo,108050.0,20.11,0.0,102000.0,1,2016,Togoshi,4,2025-01-20 16:17:51
13126,1K,Apartment,Kanamachi,Katsushika-ku,Tokyo,55990.0,23.18,0.0,0.0,2,1988,Keiseikanamachi,9,2025-01-20 16:17:51
13127,1K,Apartment,Komazawa,Setagaya-ku,Tokyo,63000.0,15.0,0.0,0.0,1,1990,Komazawa-daigaku,13,2025-01-20 16:17:51
13128,2LDK,Apartment,Nihombashihisamatsucho,Chuo-ku,Tokyo,512000.0,58.83,468000.0,0.0,12,2024,Ningyouchou,5,2025-01-20 16:17:51
13129,1SLDK,Apartment,Ichigayayamabushicho,Shinjuku-ku,Tokyo,251000.0,55.05,236000.0,0.0,12,2015,Ushigome Yanagicho,3,2025-01-20 16:17:51
13130,1K,Apartment,Higashiterayamacho,Chiba-shi Wakaba-ku,Chiba,42000.0,19.87,0.0,0.0,1,2003,Mitsuwadai,10,2025-01-20 16:17:51
13131,1R,Apartment,Yoga,Setagaya-ku,Tokyo,62000.0,16.09,0.0,0.0,2,1985,Youga,6,2025-01-20 16:17:51
13133,1K,Apartment,Kujo,Osaka-shi Nishi-ku,Osaka,97500.0,21.33,0.0,184000.0,1,2015,Kujou,5,2025-01-20 16:17:51
13134,2LDK,Apartment,Yoyogi,Shibuya-ku,Tokyo,1251835.0,164.18,1190000.0,1190000.0,24,2008,Hatsudai,5,2025-01-20 16:17:51
13135,1K,Apartment,Kizuki,Kawasaki-shi Nakahara-ku,Kanagawa,80500.0,19.87,0.0,0.0,1,2000,Moto Sumiyoshi,11,2025-01-20 16:17:51
13136,1K,Apartment,Futabacho,Yokohama-shi Minami-ku,Kanagawa,92600.0,24.6,0.0,0.0,6,2000,Yoshinocho,4,2025-01-20 16:17:51
13137,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
13139,1K,Apartment,Yakumo,Meguro-ku,Tokyo,68000.0,16.27,0.0,0.0,3,1991,Toritsu-daigaku,14,2025-01-20 16:17:51
13140,2K,Apartment,Sasazuka,Shibuya-ku,Tokyo,177000.0,33.8,0.0,0.0,10,2022,Sasazuka,2,2025-01-20 16:17:51
13141,1K,Apartment,Torikai,Fukuoka-shi Chuo-ku,Fukuoka,70550.0,28.02,0.0,130000.0,2,2011,Ropponmatsu,12,2025-01-20 16:17:51
13142,1K,Apartment,Jogawaracho,Akishima-shi,Tokyo,70550.0,23.61,0.0,65000.0,1,2006,Akishima,8,2025-01-20 16:17:51
13143,1K,Apartment,Furuichiba,Kawasaki-shi Saiwai-ku,Kanagawa,72500.0,19.87,0.0,0.0,1,2004,Kashimada,16,2025-01-20 16:17:51
13144,1K,Apartment,Fujiwara,Funabashi-shi,Chiba,47550.0,20.81,0.0,0.0,1,2009,Magomezawa,7,2025-01-20 16:17:51
13145,1K,Apartment,Kirenishi,Osaka-shi Hirano-ku,Osaka,45500.0,20.28,0.0,0.0,1,2008,Kireuriwari,13,2025-01-20 16:17:51
13146,1K,Apartment,Higashikamidacho,Neyagawa-shi,Osaka,53000.0,19.87,0.0,0.0,2,2004,Neyagawa Shi,16,2025-01-20 16:17:51
13147,1R,Apartment,Nishishinjuku,Shinjuku-ku,Tokyo,88000.0,16.12,0.0,0.0,1,2018,Hatsudai,5,2025-01-20 16:17:51
13148,1LDK,Apartment,Komagata,Taito-ku,Tokyo,212100.0,40.98,0.0,0.0,6,2024,Asakusa,4,2025-01-20 16:17:51
13149,1K,Apartment,Eirakucho,Yokohama-shi Minami-ku,Kanagawa,158000.0,21.0,63000.0,0.0,2,2006,Isezakichojamachi,3,2025-01-20 16:17:51
13150,1K,Apartment,Mita,Minato-ku,Tokyo,95000.0,20.39,0.0,0.0,4,2001,Shirokane-takanawa,5,2025-01-20 16:17:51
13151,1K,Apartment,Tateishi,Katsushika-ku,Tokyo,82050.0,26.68,0.0,0.0,1,2015,Aoto,10,2025-01-20 16:17:51
13152,1K,Apartment,Misono,Itabashi-ku,Tokyo,85500.0,23.94,0.0,69500.0,4,2010,Nishi Takashimadaira,3,2025-01-20 16:17:51
13153,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
13154,1K,Apartment,Hakomatsu,Fukuoka-shi Higashi-ku,Fukuoka,51550.0,19.87,0.0,92000.0,1,2007,Hakozaki,10,2025-01-20 16:17:51
13155,1K,Apartment,Shinzencho,Soka-shi,Saitama,42000.0,14.94,0.0,0.0,1,1987,Nitta,13,2025-01-20 16:17:51
13157,1K,Apartment,Higashioizumi,Nerima-ku,Tokyo,118000.0,25.88,0.0,0.0,7,2023,Oizumigakuen,4,2025-01-20 16:17:51
13158,2LDK,Apartment,Chuo,Nakano-ku,Tokyo,237350.0,49.05,226000.0,226000.0,3,2022,Nakanosakaue,3,2025-01-20 16:17:51
13159,1K,Apartment,Yoshizuka,Fukuoka-shi Hakata-ku,Fukuoka,63550.0,21.2,0.0,116000.0,1,2010,Chiyo-Kenchōguchi,13,2025-01-20 16:17:51
13160,1K,Apartment,Takashimadaira,Itabashi-ku,Tokyo,87050.0,21.11,0.0,0.0,3,2017,Nishidai,7,2025-01-20 16:17:51
13161,1K,Apartment,Tsuji,Saitama-shi Minami-ku,Saitama,66000.0,19.87,0.0,0.0,2,2008,Kita Toda,20,2025-01-20 16:17:51
13162,1LDK,Apartment,Hatsudai,Shibuya-ku,Tokyo,187000.0,40.63,177000.0,177000.0,1,2024,Hatsudai,7,2025-01-20 16:17:51
13163,1K,Apartment,Sakai,Musashino-shi,Tokyo,89550.0,20.57,0.0,0.0,2,2017,Musashisakai,15,2025-01-20 16:17:51
13164,1K,Apartment,Mitoma,Fukuoka-shi Higashi-ku,Fukuoka,39550.0,26.49,0.0,0.0,1,1997,Mitoma,9,2025-01-20 16:17:51
13166,1K,Apartment,Asahicho,Nerima-ku,Tokyo,76500.0,20.81,0.0,0.0,2,2009,Chikatetsu Narimasu,14,2025-01-20 16:17:51
13167,1LDK,Apartment,Hatagaya,Shibuya-ku,Tokyo,170690.0,34.53,154000.0,0.0,7,2022,Hatagaya,4,2025-01-20 16:17:51
13168,1LDK,Apartment,Tomigaya,Shibuya-ku,Tokyo,320000.0,63.23,310000.0,310000.0,9,2007,Yoyogi-koen,10,2025-01-20 16:17:51
13169,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
13170,1K,Apartment,Kugahara,Ota-ku,Tokyo,86500.0,23.91,0.0,0.0,1,2018,Nishimagome,15,2025-01-20 16:17:51
13171,1R,Apartment,Nishigotanda,Shinagawa-ku,Tokyo,123000.0,20.29,115000.0,0.0,1,2024,Fudoumae,4,2025-01-20 16:17:51
13173,3LDK,Apartment,Aobadai,Meguro-ku,Tokyo,487000.0,68.09,457000.0,457000.0,6,2022,Shinsen,7,2025-01-20 16:17:51
13174,1LDK,Apartment,Kamiyoga,Setagaya-ku,Tokyo,188000.0,40.78,0.0,0.0,3,2022,Youga,10,2025-01-20 16:17:51
13175,1LDK,Apartment,Sendagaya,Shibuya-ku,Tokyo,210000.0,35.01,200000.0,300000.0,4,2017,Kita Sandou,3,2025-01-20 16:17:51
13176,1LDK,Apartment,Meguro,Meguro-ku,Tokyo,214000.0,42.2,0.0,0.0,1,2024,Meguro,18,2025-01-20 16:17:51
13177,1K,Apartment,Oyama kanaicho,Itabashi-ku,Tokyo,94500.0,24.65,0.0,0.0,6,2008,Shimoitabashi,8,2025-01-20 16:17:51
13178,1K,Apartment,Kuriki,Yokohama-shi Isogo-ku,Kanagawa,55050.0,19.87,0.0,0.0,1,2010,Sugita,18,2025-01-20 16:17:51
13179,3LDK,Apartment,Nakameguro,Meguro-ku,Tokyo,432750.0,63.57,415000.0,415000.0,13,2022,Nakameguro,13,2025-01-20 16:17:51
13180,1K,Apartment,Higashimukojima,Sumida-ku,Tokyo,175800.0,41.0,0.0,0.0,2,2023,Higashimukoujima,4,2025-01-20 16:17:51
13181,1K,Apartment,Ofuna,Kamakura-shi,Kanagawa,65000.0,19.87,0.0,0.0,1,2008,Ofuna,20,2025-01-20 16:17:51
13182,1K,Apartment,Shigita,Osaka-shi Joto-ku,Osaka,85500.0,19.87,0.0,78000.0,3,2009,Kyoubashi,9,2025-01-20 16:17:51
13183,1DK,Apartment,Yamabukicho,Shinjuku-ku,Tokyo,147000.0,25.8,0.0,0.0,4,2019,Edogawabashi,5,2025-01-20 16:17:51
13184,1K,Apartment,Shigita,Osaka-shi Joto-ku,Osaka,58500.0,19.87,0.0,0.0,3,2001,Kyoubashi,10,2025-01-20 16:17:51
13185,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
13186,1DK,Apartment,Higashikanda,Chiyoda-ku,Tokyo,180000.0,31.31,0.0,0.0,10,2020,Bakurochou,4,2025-01-20 16:17:51
13187,1K,Apartment,Higashirokugo,Ota-ku,Tokyo,99050.0,19.43,0.0,93000.0,2,2014,Zōshiki,8,2025-01-20 16:17:51
13188,1K,Apartment,Suehiro,Chiba-shi Chuo-ku,Chiba,65500.0,21.7,0.0,0.0,1,2014,Chibadera,9,2025-01-20 16:17:51
13189,1K,Apartment,Okusawa,Setagaya-ku,Tokyo,133000.0,23.86,124000.0,0.0,3,2006,Jiyugaoka,2,2025-01-20 16:17:51
13190,2DK,Apartment,Izumi,Suginami-ku,Tokyo,183500.0,40.01,172000.0,172000.0,4,2024,Daitabashi,10,2025-01-20 16:17:51
