id,room_type,category,street,city,prefecture,cost,size,deposit,key_money,floor,year,station,minute,created_at
7213,2LDK,Apartment,Roppongi,Minato-ku,Tokyo,380000.0,64.05,720000.0,0.0,10,2013,Azabu-juban,6,2025-01-20 16:17:51
7214,1K,Apartment,Wasedamachi,Shinjuku-ku,Tokyo,63630.0,16.5,63000.0,63000.0,1,1986,Waseda,4,2025-01-20 16:17:51
7215,1K,Apartment,Mita,Minato-ku,Tokyo,87000.0,18.45,0.0,0.0,10,2000,Shirokane-takanawa,4,2025-01-20 16:17:51
7216,1R,Apartment,Egota,Nakano-ku,Tokyo,48000.0,15.0,0.0,0.0,2,1989,Shin Egota,10,2025-01-20 16:17:51
7217,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7218,1K,Apartment,Sugamo,Toshima-ku,Tokyo,69000.0,21.6,64000.0,64000.0,3,1993,Nishisugamo,6,2025-01-20 16:17:51
7219,1R,Apartment,Shirakawa,Koto-ku,Tokyo,75000.0,18.02,70000.0,0.0,2,1989,Kiyosumi Shirakawa,3,2025-01-20 16:17:51
7220,1K,Apartment,Nishigokencho,Shinjuku-ku,Tokyo,138000.0,25.05,0.0,0.0,1,2018,Kagurazaka,4,2025-01-20 16:17:51
7221,1LDK,Apartment,Shirokane,Minato-ku,Tokyo,217000.0,58.96,205000.0,205000.0,3,1990,Shirokane-takanawa,7,2025-01-20 16:17:51
7222,1K,Apartment,Higashikashiwagaya,Ebina-shi,Kanagawa,56074.0,19.87,0.0,0.0,1,2010,Sagamino,9,2025-01-20 16:17:51
7223,1K,Apartment,Minamitanaka,Nerima-ku,Tokyo,75550.0,21.24,0.0,0.0,2,2017,Iogi,13,2025-01-20 16:17:51
7224,1K,Apartment,Minamiaoyama,Minato-ku,Tokyo,256000.0,51.95,235000.0,235000.0,4,1991,Omotesando,5,2025-01-20 16:17:51
7225,1K,Apartment,Nishiichinoe,Edogawa-ku,Tokyo,58550.0,19.87,0.0,0.0,1,2007,Ichinoe,20,2025-01-20 16:17:51
7226,2DK,Apartment,Kamiarai,Tokorozawa-shi,Saitama,70000.0,41.58,66000.0,0.0,1,1991,Nishitokorozawa,23,2025-01-20 16:17:51
7227,1LDK,Apartment,Uguisudanicho,Shibuya-ku,Tokyo,193000.0,33.57,181000.0,0.0,1,2020,Shibuya,7,2025-01-20 16:17:51
7228,1K,Apartment,Ojima,Koto-ku,Tokyo,85000.0,18.15,0.0,0.0,1,2019,Higashiojima,5,2025-01-20 16:17:51
7230,2LDK,Apartment,Sarugakucho,Shibuya-ku,Tokyo,334000.0,67.11,324000.0,0.0,3,2006,Daikanyama,7,2025-01-20 16:17:51
7231,1K,Apartment,Yotsuya,Saitama-shi Minami-ku,Saitama,53550.0,19.87,0.0,0.0,1,2005,Musashi Urawa,13,2025-01-20 16:17:51
7232,1R,Apartment,Minowacho,Yokohama-shi Kohoku-ku,Kanagawa,40000.0,15.0,0.0,0.0,2,1986,Hiyoshi,8,2025-01-20 16:17:51
7233,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7234,1K,Apartment,Midorimachi,Kobe-shi Kita-ku,Hyogo,45550.0,28.02,0.0,0.0,2,2009,Yamanomachi,5,2025-01-20 16:17:51
7235,1K,Apartment,Isogo,Yokohama-shi Isogo-ku,Kanagawa,59550.0,19.87,0.0,0.0,1,2009,Isogo,18,2025-01-20 16:17:51
7236,2LDK,Apartment,Kamimeguro,Meguro-ku,Tokyo,595000.0,65.32,580000.0,580000.0,13,2024,Nakameguro,2,2025-01-20 16:17:51
7237,1K,Apartment,Jiromaru,Fukuoka-shi Sawara-ku,Fukuoka,56074.0,25.59,0.0,50000.0,1,2015,Jiroumaru,3,2025-01-20 16:17:51
7238,1LDK,Apartment,Shimomeguro,Meguro-ku,Tokyo,182000.0,48.85,168000.0,0.0,5,1994,Meguro,9,2025-01-20 16:17:51
7239,1K,Apartment,Narashino,Funabashi-shi,Chiba,49500.0,19.87,0.0,0.0,1,2009,Mimomi,18,2025-01-20 16:17:51
7240,1K,Apartment,Akasaka,Minato-ku,Tokyo,155700.0,25.73,145000.0,0.0,8,2015,Akasaka,8,2025-01-20 16:17:51
7241,1K,Apartment,Esakacho,Suita-shi,Osaka,87290.0,26.81,0.0,0.0,7,2007,Esaka,3,2025-01-20 16:17:51
7242,1K,Apartment,Tagara,Nerima-ku,Tokyo,66574.0,17.39,0.0,0.0,1,1992,Hikarigaoka,8,2025-01-20 16:17:51
7243,1LDK,Apartment,Bunka,Sumida-ku,Tokyo,149000.0,41.62,0.0,0.0,1,2024,Shou Murai,3,2025-01-20 16:17:51
7244,1K,Apartment,Ikebukurohoncho,Toshima-ku,Tokyo,113550.0,31.33,0.0,0.0,2,2007,Kita Ikebukuro,15,2025-01-20 16:17:51
7245,2LDK,Apartment,Hongo,Bunkyo-ku,Tokyo,329260.0,51.31,0.0,0.0,12,2024,Hongousanchoume,2,2025-01-20 16:17:51
7246,1R,Apartment,Kajinocho,Koganei-shi,Tokyo,96074.0,26.5,0.0,0.0,2,2018,Higashikoganei,4,2025-01-20 16:17:51
7247,1LDK,Apartment,Takanawa,Minato-ku,Tokyo,189000.0,44.18,184000.0,0.0,1,1988,Shinagawa,6,2025-01-20 16:17:51
7248,2LDK,Apartment,Tamagawa,Setagaya-ku,Tokyo,165000.0,57.59,152000.0,152000.0,1,1998,Futako-Tamagawa,8,2025-01-20 16:17:51
7249,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7250,1K,Apartment,Asakusa,Taito-ku,Tokyo,112980.0,25.88,100000.0,0.0,8,2020,Asakusa,11,2025-01-20 16:17:51
7251,1LDK,Apartment,Takanawa,Minato-ku,Tokyo,225000.0,35.13,205000.0,0.0,4,2024,Shirokane-takanawa,4,2025-01-20 16:17:51
7252,1R,Apartment,Tsurumaki,Setagaya-ku,Tokyo,86330.0,21.0,0.0,0.0,2,1995,Sakurashinmachi,9,2025-01-20 16:17:51
7253,1LDK,Apartment,Sendagaya,Shibuya-ku,Tokyo,199000.0,37.99,189000.0,0.0,2,2005,Harajuku,4,2025-01-20 16:17:51
7254,2LDK,Apartment,Shintomi,Chuo-ku,Tokyo,229000.0,63.74,219000.0,0.0,3,1999,Shintomichou,2,2025-01-20 16:17:51
7255,1LDK,Apartment,Toyosu,Koto-ku,Tokyo,248000.0,48.3,236000.0,472000.0,16,2006,Toyosu,1,2025-01-20 16:17:51
7256,2LDK,Apartment,Takanawa,Minato-ku,Tokyo,350000.0,55.81,0.0,0.0,14,2005,Sengakuji,9,2025-01-20 16:17:51
7257,1R,Apartment,Okusawa,Setagaya-ku,Tokyo,133000.0,23.08,124000.0,0.0,3,2006,Jiyugaoka,2,2025-01-20 16:17:51
7258,1K,Apartment,Shinsakae,Nagoya-shi Naka-ku,Aichi,55550.0,20.81,0.0,0.0,3,2009,Tsurumai,11,2025-01-20 16:17:51
7259,1R,Apartment,Setagaya,Setagaya-ku,Tokyo,72000.0,22.0,68000.0,0.0,3,1989,Shōin-Jinjamae.,2,2025-01-20 16:17:51
7260,1K,Apartment,Hayabuchi,Yokohama-shi Tsuzuki-ku,Kanagawa,64000.0,19.87,0.0,0.0,1,2005,Higashiyamata,14,2025-01-20 16:17:51
7261,1R,Apartment,Tamagawadai,Setagaya-ku,Tokyo,56000.0,16.12,0.0,0.0,2,1982,Youga,6,2025-01-20 16:17:51
7262,1R,Apartment,Okusawa,Setagaya-ku,Tokyo,98000.0,20.0,94000.0,0.0,1,2016,Midorigaoka,5,2025-01-20 16:17:51
7263,2DK,Apartment,Otsuka,Bunkyo-ku,Tokyo,94000.0,42.5,0.0,0.0,3,1982,Shinotsuka,3,2025-01-20 16:17:51
7264,1LDK,Apartment,Wakamiya,Nakano-ku,Tokyo,128000.0,40.03,0.0,0.0,1,2024,Toritsu Kasei,8,2025-01-20 16:17:51
7265,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7266,1K,Apartment,Kikunodai,Chofu-shi,Tokyo,65050.0,24.84,0.0,0.0,1,1998,Shibazaki,5,2025-01-20 16:17:51
7267,2DK,Apartment,Minamikarasuyama,Setagaya-ku,Tokyo,93000.0,35.64,90000.0,90000.0,1,1989,Chitose Karasuyama,4,2025-01-20 16:17:51
7268,1LDK,Apartment,Minamimagome,Ota-ku,Tokyo,157000.0,35.32,0.0,0.0,2,2022,Nishimagome,7,2025-01-20 16:17:51
7269,1R,Apartment,Matsunoki,Suginami-ku,Tokyo,72500.0,11.4,0.0,0.0,1,2021,Shin Koenji,7,2025-01-20 16:17:51
7270,1K,Apartment,Okinomiyacho,Edogawa-ku,Tokyo,63550.0,19.96,0.0,0.0,1,2008,Koiwa,17,2025-01-20 16:17:51
7271,1K,Apartment,Asahicho,Fujisawa-shi,Kanagawa,75050.0,19.87,0.0,0.0,2,2008,Fujisawa,10,2025-01-20 16:17:51
7272,1K,Apartment,Akasaka,Minato-ku,Tokyo,250000.0,60.4,240000.0,240000.0,1,2003,Roppongi-itchome,7,2025-01-20 16:17:51
7273,3LDK,Apartment,Hiroo,Shibuya-ku,Tokyo,982000.0,153.05,2946000.0,982000.0,3,1984,Hiroo,6,2025-01-20 16:17:51
7274,1R,Apartment,Higashitsutsujigaoka,Chofu-shi,Tokyo,50000.0,15.12,0.0,0.0,2,1992,Tsutsujigaoka,7,2025-01-20 16:17:51
7275,2LDK,Apartment,Hongo,Bunkyo-ku,Tokyo,265000.0,48.89,250000.0,250000.0,2,2018,Hongousanchoume,3,2025-01-20 16:17:51
7276,1K,Apartment,Sotokanda,Chiyoda-ku,Tokyo,132000.0,23.91,0.0,0.0,8,2006,Suehirocho,2,2025-01-20 16:17:51
7277,1K,Apartment,Uryudo,Higashiosaka-shi,Osaka,48550.0,20.81,0.0,0.0,2,2007,Wakaeiwata,8,2025-01-20 16:17:51
7278,1R,Apartment,Horikiri,Katsushika-ku,Tokyo,89000.0,25.62,0.0,0.0,4,2016,Horikirishobuen,10,2025-01-20 16:17:51
7279,1LDK,Apartment,Kamiuma,Setagaya-ku,Tokyo,226000.0,55.31,0.0,0.0,1,2023,Komazawa-daigaku,5,2025-01-20 16:17:51
7280,1K,Apartment,Sawataricho,Takahama-shi,Aichi,45550.0,20.28,0.0,0.0,2,2004,Mikawa Takahama,6,2025-01-20 16:17:51
7281,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7282,1LDK,Apartment,Azabujuban,Minato-ku,Tokyo,300000.0,44.7,290000.0,0.0,4,2015,Azabu-juban,3,2025-01-20 16:17:51
7283,1K,Apartment,Enokicho,Shinjuku-ku,Tokyo,125000.0,25.22,0.0,0.0,2,2012,Kagurazaka,6,2025-01-20 16:17:51
7284,1K,Apartment,Tateishi,Katsushika-ku,Tokyo,66550.0,30.97,0.0,0.0,2,2015,Aoto,10,2025-01-20 16:17:51
7285,2DK,Apartment,Hagoromocho,Tachikawa-shi,Tokyo,98000.0,42.89,91000.0,0.0,2,1992,Nishikunitachi,8,2025-01-20 16:17:51
7286,1K,Apartment,Takashimadaira,Itabashi-ku,Tokyo,65050.0,19.87,0.0,0.0,1,2009,Takashimadaira,15,2025-01-20 16:17:51
7287,1K,Apartment,Higashimagome,Ota-ku,Tokyo,119000.0,25.03,0.0,0.0,3,2020,Magome,4,2025-01-20 16:17:51
7288,1R,Apartment,Shintomi,Chuo-ku,Tokyo,102000.0,24.33,96000.0,0.0,5,2005,Shintomichou,3,2025-01-20 16:17:51
7289,1R,Apartment,Ohashi,Meguro-ku,Tokyo,70550.0,13.51,0.0,0.0,5,1983,Ikejiriohashi,6,2025-01-20 16:17:51
7290,1K,Apartment,Baraki,Ichikawa-shi,Chiba,69550.0,19.87,0.0,64000.0,2,2004,Baraki Nakayama,8,2025-01-20 16:17:51
7291,1K,Apartment,Onji kitamachi,Yao-shi,Osaka,49550.0,26.08,0.0,0.0,3,2010,Onji,3,2025-01-20 16:17:51
7292,1K,Apartment,Shinkawa,Chuo-ku,Tokyo,118000.0,21.57,112000.0,112000.0,5,2007,Hacchoubori,8,2025-01-20 16:17:51
7293,1LDK,Apartment,Nishiizumi,Kanazawa-shi,Ishikawa,62574.0,43.06,0.0,57000.0,2,2009,Shin Nishikanazawa,9,2025-01-20 16:17:51
7294,2LDK,Apartment,Funabori,Edogawa-ku,Tokyo,200000.0,76.59,190000.0,0.0,4,1989,Funabori,4,2025-01-20 16:17:51
7295,2DK,Apartment,Shimura,Itabashi-ku,Tokyo,79000.0,35.55,75000.0,0.0,3,1979,Shimura-sakaue,1,2025-01-20 16:17:51
7296,1K,Apartment,Horikiri,Katsushika-ku,Tokyo,60550.0,19.87,0.0,0.0,2,2009,Horikirishobuen,12,2025-01-20 16:17:51
7297,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7298,1LDK,Apartment,Funabashi,Setagaya-ku,Tokyo,285600.0,45.09,0.0,0.0,5,2024,Chitosefunabashi,7,2025-01-20 16:17:51
7299,1R,Apartment,Kamiuma,Setagaya-ku,Tokyo,81000.0,18.2,76000.0,76000.0,5,1992,Shōin-Jinjamae.,6,2025-01-20 16:17:51
7300,1K,Apartment,Yaraicho,Shinjuku-ku,Tokyo,145000.0,25.38,0.0,0.0,1,2022,Kagurazaka,3,2025-01-20 16:17:51
7301,1K,Apartment,Higashiazabu,Minato-ku,Tokyo,110000.0,23.76,100000.0,0.0,4,2000,Azabu-juban,3,2025-01-20 16:17:51
7302,1K,Apartment,Kyobashiminamimachi,Okayama-shi Kita-ku,Okayama,57574.0,26.08,0.0,0.0,2,2004,Higashichuou Machi,5,2025-01-20 16:17:51
7303,1LDK,Apartment,Egota,Nakano-ku,Tokyo,172380.0,45.76,159000.0,0.0,1,2018,Shin Egota,8,2025-01-20 16:17:51
7304,1K,Apartment,Ikebukurohoncho,Toshima-ku,Tokyo,138000.0,30.14,0.0,0.0,2,2024,Shimoitabashi,7,2025-01-20 16:17:51
7305,1K,Apartment,Koenjiminami,Suginami-ku,Tokyo,83000.0,20.7,0.0,0.0,2,2004,Higashi Koenji,5,2025-01-20 16:17:51
7306,1K,Apartment,Sakaecho,Kawaguchi-shi,Saitama,68074.0,19.87,0.0,60000.0,4,2006,Kawaguchi,9,2025-01-20 16:17:51
7307,1K,Apartment,Hakusan(2-5-chome),Bunkyo-ku,Tokyo,88000.0,20.74,78000.0,0.0,3,2004,Hakusan,3,2025-01-20 16:17:51
7308,1R,Apartment,Naritanishi,Suginami-ku,Tokyo,85550.0,24.25,0.0,0.0,1,2017,Hamadayama,12,2025-01-20 16:17:51
7309,1K,Apartment,Nagahashi,Osaka-shi Nishinari-ku,Osaka,57550.0,19.87,0.0,0.0,1,2004,Imamiya,10,2025-01-20 16:17:51
7310,1R,Apartment,Sangenjaya,Setagaya-ku,Tokyo,88000.0,19.94,85000.0,85000.0,3,2024,Sangenjaya,5,2025-01-20 16:17:51
7311,1K,Apartment,Hamadayama,Suginami-ku,Tokyo,42000.0,17.0,0.0,0.0,2,1979,Hamadayama,3,2025-01-20 16:17:51
7312,1K,Apartment,Nishiki,Nerima-ku,Tokyo,101000.0,26.25,0.0,86000.0,4,2019,Kamiitabashi,9,2025-01-20 16:17:51
7313,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7314,1K,Apartment,Tamagawadai,Setagaya-ku,Tokyo,72000.0,19.64,70000.0,0.0,2,1993,Youga,3,2025-01-20 16:17:51
7315,1K,Apartment,Shibaura(2-4-chome),Minato-ku,Tokyo,124000.0,25.08,118000.0,0.0,2,2008,Shibaura Futou,5,2025-01-20 16:17:51
7316,1K,Apartment,Koremasa,Fuchu-shi,Tokyo,53550.0,22.35,0.0,0.0,1,2006,Tama Reien,16,2025-01-20 16:17:51
7317,1K,Apartment,Narimasu,Itabashi-ku,Tokyo,73550.0,22.75,0.0,0.0,1,2017,Narimasu,9,2025-01-20 16:17:51
7318,1SK,Apartment,Azabujuban,Minato-ku,Tokyo,137000.0,25.94,130000.0,130000.0,4,2014,Azabu-juban,4,2025-01-20 16:17:51
7319,1K,Apartment,Ikebukuro (2-4-chome),Toshima-ku,Tokyo,76000.0,19.8,72000.0,0.0,3,1989,Kanamechou,2,2025-01-20 16:17:51
7320,1K,Apartment,Nihonzutsumi,Taito-ku,Tokyo,101000.0,25.38,0.0,0.0,6,2023,Minamisenju,8,2025-01-20 16:17:51
7321,1K,Apartment,Hirai,Edogawa-ku,Tokyo,84330.0,18.63,0.0,0.0,1,2022,Hirai,5,2025-01-20 16:17:51
7322,1K,Apartment,Takaidohigashi,Suginami-ku,Tokyo,81000.0,18.2,0.0,0.0,1,2023,Takaido,14,2025-01-20 16:17:51
7323,1K,Apartment,Udagawacho,Shibuya-ku,Tokyo,99050.0,20.1,0.0,0.0,2,2001,Shibuya,12,2025-01-20 16:17:51
7324,2LDK,Apartment,Takashimadaira,Itabashi-ku,Tokyo,105000.0,51.15,97000.0,0.0,6,1990,Takashimadaira,1,2025-01-20 16:17:51
7325,2LDK,Apartment,Nishiwaseda(sonota),Shinjuku-ku,Tokyo,179000.0,71.04,160000.0,0.0,6,1981,Takadanobaba,8,2025-01-20 16:17:51
7326,1R,Apartment,Tsurumichuo,Yokohama-shi Tsurumi-ku,Kanagawa,56500.0,19.11,0.0,0.0,9,1989,Keikyutsurumi,3,2025-01-20 16:17:51
7327,1R,Apartment,Shimouma,Setagaya-ku,Tokyo,62000.0,17.4,60000.0,0.0,2,1983,Sangenjaya,20,2025-01-20 16:17:51
7328,1K,Apartment,Hakusan(1-chome),Bunkyo-ku,Tokyo,115000.0,25.55,105000.0,105000.0,9,2014,Kasuga,6,2025-01-20 16:17:51
7329,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7330,1K,Apartment,Tokura,Kokubunji-shi,Tokyo,48550.0,23.71,0.0,0.0,1,2004,Koigakubo,9,2025-01-20 16:17:51
7331,1R,Apartment,Iwado minami,Komae-shi,Tokyo,48000.0,18.63,44000.0,0.0,3,1986,Kitami,9,2025-01-20 16:17:51
7332,1K,Apartment,Nagasaki,Toshima-ku,Tokyo,57000.0,21.5,55000.0,0.0,2,1977,Shiina Machi,6,2025-01-20 16:17:51
7333,1K,Apartment,Kirenishi,Osaka-shi Hirano-ku,Osaka,38550.0,20.28,0.0,0.0,1,2008,Kireuriwari,14,2025-01-20 16:17:51
7334,1K,Apartment,Tarumachi,Yokohama-shi Kohoku-ku,Kanagawa,59000.0,17.95,27000.0,0.0,2,1991,Tsunashima,9,2025-01-20 16:17:51
7335,1K,Apartment,Abiko,Osaka-shi Sumiyoshi-ku,Osaka,44550.0,20.28,0.0,0.0,1,2009,Abikochou,5,2025-01-20 16:17:51
7336,1K,Apartment,Futago,Kawasaki-shi Takatsu-ku,Kanagawa,54000.0,16.3,54000.0,0.0,1,1992,Futako Shinchi,4,2025-01-20 16:17:51
7337,1K,Apartment,Akebonocho,Tachikawa-shi,Tokyo,91880.0,20.96,82900.0,82900.0,4,2021,Tachikawa,8,2025-01-20 16:17:51
7338,1K,Apartment,Nakamura,Nerima-ku,Tokyo,69000.0,21.15,65000.0,0.0,3,1991,Nerima,10,2025-01-20 16:17:51
7339,1K,Apartment,Sashiogi,Saitama-shi Nishi-ku,Saitama,59074.0,19.87,0.0,0.0,2,2005,Nishi Omiya,9,2025-01-20 16:17:51
7340,1K,Apartment,Tsuji,Saitama-shi Minami-ku,Saitama,54550.0,20.81,0.0,0.0,2,2008,Kita Toda,16,2025-01-20 16:17:51
7341,1K,Apartment,Kandajimbocho,Chiyoda-ku,Tokyo,142000.0,33.36,0.0,0.0,2,2000,Jimbocho,1,2025-01-20 16:17:51
7342,1LDK,Apartment,Takanawa,Minato-ku,Tokyo,294000.0,60.6,0.0,0.0,3,2002,Shinagawa,7,2025-01-20 16:17:51
7343,1R,Apartment,Toyotsucho,Suita-shi,Osaka,72000.0,29.34,0.0,0.0,2,2006,Esaka,10,2025-01-20 16:17:51
7344,1K,Apartment,Nishinippori,Arakawa-ku,Tokyo,127500.0,29.41,0.0,0.0,12,2009,Nishinippori,5,2025-01-20 16:17:51
7345,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7346,1K,Apartment,Dannoharu,Oita-shi,Oita,34562.0,23.18,0.0,0.0,1,2009,Oita Daigakumae,8,2025-01-20 16:17:51
7347,2DK,Apartment,Onji minamimachi,Yao-shi,Osaka,56074.0,40.95,0.0,0.0,2,2003,Onji,14,2025-01-20 16:17:51
7348,3LDK,Apartment,Nakajuku,Itabashi-ku,Tokyo,206000.0,66.12,191000.0,0.0,9,2006,Itabashikuyakushomae,2,2025-01-20 16:17:51
7349,1LDK,Apartment,Asakusa,Taito-ku,Tokyo,176000.0,41.8,0.0,0.0,13,2022,Asakusa,12,2025-01-20 16:17:51
7350,1K,Apartment,Ogi,Kobe-shi Higashinada-ku,Hyogo,54550.0,20.28,0.0,0.0,2,2005,Aoki,8,2025-01-20 16:17:51
7351,1R,Apartment,Nakaochiai,Shinjuku-ku,Tokyo,95000.0,21.18,0.0,0.0,4,2008,Shimoochiai,5,2025-01-20 16:17:51
7352,1K,Apartment,Akai,Kawaguchi-shi,Saitama,51550.0,19.87,0.0,0.0,2,2006,Hatogaya,18,2025-01-20 16:17:51
7353,2LDK,Apartment,Nihombashikodemmacho,Chuo-ku,Tokyo,287850.0,44.97,0.0,0.0,11,2024,Kodemmacho,1,2025-01-20 16:17:51
7354,1R,Apartment,Kamiuma,Setagaya-ku,Tokyo,54100.0,14.0,0.0,0.0,2,1977,Sangenjaya,13,2025-01-20 16:17:51
7355,1LDK,Apartment,Shirokanedai,Minato-ku,Tokyo,247000.0,37.57,232000.0,0.0,6,2022,Shirokanedai,1,2025-01-20 16:17:51
7356,1K,Apartment,Nakano,Nakano-ku,Tokyo,68000.0,20.28,0.0,0.0,1,1996,Higashinakano,13,2025-01-20 16:17:51
7357,1K,Apartment,Suenaga,Kawasaki-shi Takatsu-ku,Kanagawa,54000.0,16.62,0.0,0.0,5,1989,Musashishinjou,9,2025-01-20 16:17:51
7358,1K,Apartment,Maesatocho,Yokohama-shi Minami-ku,Kanagawa,69500.0,20.28,0.0,0.0,1,2003,Koganecho,7,2025-01-20 16:17:51
7359,1K,Apartment,Horinochi,Hachioji-shi,Tokyo,51270.0,20.6,0.0,0.0,1,1997,Keiouhorinouchi,9,2025-01-20 16:17:51
7360,1K,Apartment,Nakacho,Meguro-ku,Tokyo,94000.0,20.94,85000.0,85000.0,4,2005,Yutenji,7,2025-01-20 16:17:51
7361,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7362,1K,Apartment,Tanacho,Yokohama-shi Aoba-ku,Kanagawa,57550.0,19.87,0.0,0.0,2,2007,Tana,9,2025-01-20 16:17:51
7363,1K,Apartment,Tsukishima,Chuo-ku,Tokyo,136650.0,24.72,0.0,0.0,4,2006,Tsukishima,2,2025-01-20 16:17:51
7364,1R,Apartment,Igusa,Suginami-ku,Tokyo,112000.0,25.44,0.0,0.0,3,2022,Shimoigusa,6,2025-01-20 16:17:51
7365,2LDK,Apartment,Nishiazabu,Minato-ku,Tokyo,235000.0,61.08,460000.0,0.0,3,1987,Omotesando,10,2025-01-20 16:17:51
7366,1K,Apartment,Takanodai,Nerima-ku,Tokyo,96200.0,25.52,0.0,0.0,4,2018,Nerima Takanodai,10,2025-01-20 16:17:51
7367,1K,Apartment,Funahashicho,Osaka-shi Tennoji-ku,Osaka,77550.0,21.11,0.0,0.0,4,2016,Tsuruhashi,5,2025-01-20 16:17:51
7368,1K,Apartment,Takamatsu,Nerima-ku,Tokyo,65550.0,19.87,0.0,0.0,1,2008,Hikarigaoka,10,2025-01-20 16:17:51
7369,1DK,Apartment,Izumi,Suginami-ku,Tokyo,122000.0,26.12,0.0,0.0,1,2022,Hounanchou,3,2025-01-20 16:17:51
7370,1K,Apartment,Higashitakasagocho,Saitama-shi Urawa-ku,Saitama,69550.0,19.87,0.0,0.0,1,2008,Urawa,7,2025-01-20 16:17:51
7371,1LDK,Apartment,Shimane,Adachi-ku,Tokyo,74000.0,39.42,0.0,0.0,2,1988,Nishiarai,15,2025-01-20 16:17:51
7372,1R,Apartment,Chuo,Warabi-shi,Saitama,56600.0,22.53,0.0,0.0,2,1988,Warabi,5,2025-01-20 16:17:51
7373,2K,Apartment,Chitose,Sumida-ku,Tokyo,79000.0,35.64,74000.0,37000.0,4,1985,Morishita,4,2025-01-20 16:17:51
7374,1K,Apartment,Nishiikebukuro,Toshima-ku,Tokyo,69000.0,18.0,69000.0,0.0,2,1989,Mejiro,6,2025-01-20 16:17:51
7375,1K,Apartment,Nishikoiwa,Edogawa-ku,Tokyo,70420.0,18.5,0.0,0.0,1,2017,Koiwa,6,2025-01-20 16:17:51
7376,1K,Apartment,Amanuma,Suginami-ku,Tokyo,115000.0,21.26,0.0,0.0,4,2023,Ogikubo,8,2025-01-20 16:17:51
7377,1R,Apartment,Taito,Taito-ku,Tokyo,350000.0,51.36,0.0,0.0,8,2023,Shin Okachimachi,7,2025-01-20 16:17:51
7378,2LDK,Apartment,Shinjuku,Shinjuku-ku,Tokyo,359000.0,58.23,347000.0,0.0,10,2017,Higashi-Shinjuku,2,2025-01-20 16:17:51
7379,1K,Apartment,Ikebukuro (2-4-chome),Toshima-ku,Tokyo,94550.0,21.28,0.0,0.0,5,2018,Ikebukuro,10,2025-01-20 16:17:51
7380,1K,Apartment,Nakanobu,Shinagawa-ku,Tokyo,104660.0,21.3,0.0,0.0,3,2017,Ebaramachi,5,2025-01-20 16:17:51
7381,2SLDK,Apartment,Konan,Minato-ku,Tokyo,429000.0,66.58,409000.0,0.0,22,2025,Sengakuji,2,2025-01-20 16:17:51
7382,1K,Apartment,Taishido,Setagaya-ku,Tokyo,176000.0,35.64,0.0,0.0,7,2004,Sangenjaya,10,2025-01-20 16:17:51
7383,1K,Apartment,Ikutamacho,Osaka-shi Tennoji-ku,Osaka,67000.0,23.69,0.0,0.0,3,2021,Tanimachi Kyu Choume,2,2025-01-20 16:17:51
7384,1K,Apartment,Kitashirakawa tsutacho,Kyoto-shi Sakyo-ku,Kyoto,64550.0,19.6,0.0,59000.0,1,2004,Chayama,8,2025-01-20 16:17:51
7385,2LDK,Apartment,Himonya,Meguro-ku,Tokyo,230000.0,69.96,460000.0,230000.0,1,1989,Gakugei Daigaku,3,2025-01-20 16:17:51
7386,1K,Apartment,Kameido,Koto-ku,Tokyo,87300.0,20.7,0.0,0.0,6,2008,Higashi Azuma,10,2025-01-20 16:17:51
7387,1R,Apartment,Nishiwaseda(sonota),Shinjuku-ku,Tokyo,132000.0,31.08,122000.0,122000.0,1,2006,Nishiwaseda,2,2025-01-20 16:17:51
7388,1DK,Apartment,Minamiaoyama,Minato-ku,Tokyo,216000.0,30.36,201000.0,0.0,14,2024,Hiroo,13,2025-01-20 16:17:51
7389,1K,Apartment,Shiba(1-3-chome),Minato-ku,Tokyo,122000.0,27.87,115000.0,0.0,5,2003,Hamamatsucho,8,2025-01-20 16:17:51
